Task 1 Model 1:
0 ['2.300']
10 ['2.298']
20 ['2.272']
30 ['2.243']
40 ['2.184']
50 ['2.098']
60 ['1.977']
70 ['1.717']
80 ['1.450']
90 ['1.352']
100 ['1.113']
110 ['0.859']
120 ['0.729']
130 ['0.863']
140 ['0.585']
150 ['0.563']
160 ['0.562']
170 ['0.513']
180 ['0.498']
190 ['0.469']
200 ['0.491']
210 ['0.546']
220 ['0.339']
230 ['0.339']
240 ['0.337']
250 ['0.264']
260 ['0.390']
270 ['0.304']
280 ['0.300']
290 ['0.469']
300 ['0.485']
310 ['0.221']
320 ['0.418']
330 ['0.269']
340 ['0.280']
350 ['0.396']
360 ['0.257']
370 ['0.441']
380 ['0.261']
390 ['0.203']
400 ['0.304']
410 ['0.196']
420 ['0.351']
430 ['0.391']
440 ['0.168']
450 ['0.229']
460 ['0.399']
Train: [1][469/469]	loss 0.255 (0.756)	Acc@1 93.750 (80.000)
Test model 1 on task 1
Test: [3/3]	loss 0.328 (0.308)	Acc@1 90.597 (91.110)
############################################################ Avg acc: 91.11
Task 2 Model 1:
0 ['0.314', '3.115']
360 ['1.462', '1.297']
370 ['1.460', '1.117']
380 ['1.458', '1.202']
390 ['1.456', '1.054']
400 ['1.454', '1.108']
410 ['1.450', '0.956']
420 ['1.449', '1.076']
430 ['1.446', '1.007']
440 ['1.444', '1.044']
450 ['1.442', '0.891']
460 ['1.441', '0.967']
Train: [1][469/469]	loss 0.112 (0.133)	Acc@1 66.667 (51.878)
Test model 1 on task 1
Test: [3/3]	loss 0.417 (0.414)	Acc@1 87.334 (86.740)
Test model 1 on task 2
Test: [3/3]	loss 0.423 (0.411)	Acc@1 87.168 (87.320)
Test model 1 on task 3
Test: [3/3]	loss 0.381 (0.408)	Acc@1 87.887 (87.540)
Test model 1 on task 4
Test: [3/3]	loss 0.446 (0.451)	Acc@1 86.007 (86.550)
Test model 1 on task 5
Test: [3/3]	loss 0.483 (0.467)	Acc@1 85.288 (85.890)
Test model 1 on task 6
Test: [3/3]	loss 0.486 (0.479)	Acc@1 85.122 (85.290)
Test model 1 on task 7
Test: [3/3]	loss 0.467 (0.480)	Acc@1 85.343 (85.670)
Test model 1 on task 8
Test: [3/3]	loss 0.518 (0.523)	Acc@1 85.011 (84.680)
Test model 1 on task 9
Test: [3/3]	loss 0.550 (0.553)	Acc@1 83.352 (84.080)
Test model 1 on task 10
Test: [3/3]	loss 0.566 (0.568)	Acc@1 82.854 (83.200)
Test model 1 on task 11
Test: [3/3]	loss 0.592 (0.602)	Acc@1 82.799 (82.430)
Test model 1 on task 12
Test: [3/3]	loss 0.651 (0.642)	Acc@1 81.084 (80.560)
Test model 1 on task 13
Test: [3/3]	loss 0.668 (0.663)	Acc@1 80.088 (80.350)
Test model 1 on task 14
Test: [3/3]	loss 0.639 (0.664)	Acc@1 81.748 (80.960)
Test model 1 on task 15
Test: [3/3]	loss 0.674 (0.700)	Acc@1 81.029 (79.090)
Test model 1 on task 16
Test: [3/3]	loss 0.806 (0.797)	Acc@1 75.608 (75.950)
Test model 1 on task 17
Test: [3/3]	loss 0.797 (0.801)	Acc@1 74.779 (75.080)
Test model 1 on task 18
Test: [3/3]	loss 0.834 (0.855)	Acc@1 71.958 (72.310)
Test model 1 on task 19
Test: [3/3]	loss 0.872 (0.892)	Acc@1 73.507 (72.260)
Test model 1 on task 20
Test: [3/3]	loss 0.957 (0.966)	Acc@1 69.635 (70.060)
Test model 1 on task 21
Test: [3/3]	loss 1.027 (1.026)	Acc@1 68.142 (67.690)
Test model 1 on task 22
Test: [3/3]	loss 1.001 (1.006)	Acc@1 68.418 (67.940)
############################################################ Avg acc: 80.07
Task 23 Model 1:
0 ['1.035', '4.227']
10 ['1.130', '3.952']
20 ['1.282', '3.116']
30 ['1.380', '2.373']
40 ['1.434', '2.127']
50 ['1.460', '2.109']
60 ['1.467', '2.089']
70 ['1.479', '1.938']
80 ['1.490', '1.828']
90 ['1.493', '1.855']
100 ['1.503', '1.773']
110 ['1.510', '1.599']
120 ['1.508', '1.403']
130 ['1.498', '1.393']
140 ['1.496', '1.644']
150 ['1.493', '1.532']
160 ['1.501', '1.342']
170 ['1.498', '1.604']
180 ['1.496', '1.347']
190 ['1.495', '1.322']
200 ['1.489', '1.478']
210 ['1.486', '1.289']
220 ['1.478', '1.327']
230 ['1.471', '1.282']
240 ['1.466', '1.314']
250 ['1.463', '1.583']
260 ['1.458', '1.241']
270 ['1.456', '1.245']
280 ['1.451', '1.204']
290 ['1.448', '1.309']
300 ['1.450', '1.211']
310 ['1.449', '1.354']
320 ['1.444', '1.145']
330 ['1.439', '1.187']
340 ['1.436', '1.096']
350 ['1.436', '1.127']
360 ['1.434', '1.165']
370 ['1.431', '1.194']
380 ['1.428', '1.036']
390 ['1.426', '1.217']
400 ['1.425', '1.302']
410 ['1.419', '1.070']
420 ['1.419', '1.088']
430 ['1.418', '1.048']
440 ['1.416', '1.173']
450 ['1.416', '1.033']
460 ['1.412', '1.075']
Train: [1][469/469]	loss 0.114 (0.129)	Acc@1 59.375 (51.580)
Test model 1 on task 1
Test: [3/3]	loss 0.407 (0.414)	Acc@1 87.611 (86.670)
Test model 1 on task 2
Test: [3/3]	loss 0.429 (0.413)	Acc@1 87.168 (87.140)
Test model 1 on task 3
Test: [3/3]	loss 0.392 (0.411)	Acc@1 87.721 (87.380)
Test model 1 on task 4
Test: [3/3]	loss 0.432 (0.453)	Acc@1 87.832 (86.610)
Test model 1 on task 5
Test: [3/3]	loss 0.471 (0.473)	Acc@1 86.504 (85.680)
Test model 1 on task 6
Test: [3/3]	loss 0.475 (0.483)	Acc@1 85.122 (85.250)
Test model 1 on task 7
Test: [3/3]	loss 0.507 (0.484)	Acc@1 84.790 (85.480)
Test model 1 on task 8
Test: [3/3]	loss 0.518 (0.525)	Acc@1 85.398 (84.750)
Test model 1 on task 9
Test: [3/3]	loss 0.558 (0.559)	Acc@1 83.960 (83.800)
Test model 1 on task 10
Test: [3/3]	loss 0.583 (0.573)	Acc@1 82.633 (83.040)
Test model 1 on task 11
Test: [3/3]	loss 0.576 (0.604)	Acc@1 84.181 (82.580)
Test model 1 on task 12
Test: [3/3]	loss 0.675 (0.647)	Acc@1 79.204 (80.290)
Test model 1 on task 13
Test: [3/3]	loss 0.669 (0.664)	Acc@1 79.425 (80.180)
Test model 1 on task 14
Test: [3/3]	loss 0.646 (0.664)	Acc@1 81.858 (80.770)
Test model 1 on task 15
Test: [3/3]	loss 0.708 (0.702)	Acc@1 78.595 (78.800)
Test model 1 on task 16
Test: [3/3]	loss 0.745 (0.797)	Acc@1 78.374 (75.960)
Test model 1 on task 17
Test: [3/3]	loss 0.825 (0.800)	Acc@1 74.004 (74.980)
Test model 1 on task 18
Test: [3/3]	loss 0.844 (0.846)	Acc@1 71.737 (72.670)
Test model 1 on task 19
Test: [3/3]	loss 0.884 (0.882)	Acc@1 71.903 (72.880)
Test model 1 on task 20
Test: [3/3]	loss 0.915 (0.950)	Acc@1 71.515 (70.600)
Test model 1 on task 21
Test: [3/3]	loss 0.994 (1.014)	Acc@1 68.529 (68.170)
Test model 1 on task 22
Test: [3/3]	loss 0.972 (0.992)	Acc@1 68.916 (68.550)
Test model 1 on task 23
Test: [3/3]	loss 1.014 (1.044)	Acc@1 68.805 (66.690)
############################################################ Avg acc: 79.52
Task 24 Model 1:
0 ['1.071', '3.865']
10 ['1.128', '3.747']
20 ['1.247', '3.246']
30 ['1.344', '2.471']
40 ['1.400', '2.409']
50 ['1.450', '2.264']
60 ['1.496', '2.050']
70 ['1.525', '1.878']
80 ['1.551', '2.017']
90 ['1.565', '1.946']
100 ['1.570', '1.706']
110 ['1.580', '1.625']
120 ['1.583', '1.664']
130 ['1.583', '1.710']
140 ['1.582', '1.745']
150 ['1.588', '1.523']
160 ['1.587', '1.481']
170 ['1.584', '1.564']
180 ['1.585', '1.507']
190 ['1.582', '1.389']
200 ['1.579', '1.547']
210 ['1.571', '1.387']
220 ['1.567', '1.463']
230 ['1.564', '1.430']
240 ['1.561', '1.323']
250 ['1.556', '1.464']
260 ['1.548', '1.291']
270 ['1.545', '1.477']
280 ['1.546', '1.332']
290 ['1.541', '1.283']
300 ['1.533', '1.258']
310 ['1.530', '1.148']
320 ['1.527', '1.288']
330 ['1.525', '1.340']
340 ['1.523', '1.187']
350 ['1.520', '1.434']
360 ['1.520', '1.259']
370 ['1.519', '1.195']
380 ['1.515', '1.346']
390 ['1.510', '1.265']
400 ['1.504', '1.065']
410 ['1.499', '1.152']
420 ['1.496', '1.266']
430 ['1.497', '1.131']
440 ['1.498', '1.007']
450 ['1.495', '1.097']
460 ['1.492', '1.203']
Train: [1][469/469]	loss 0.110 (0.130)	Acc@1 70.833 (48.945)
Test model 1 on task 1
Test: [3/3]	loss 0.443 (0.416)	Acc@1 86.394 (86.710)
Test model 1 on task 2
Test: [3/3]	loss 0.423 (0.417)	Acc@1 86.670 (87.070)
Test model 1 on task 3
Test: [3/3]	loss 0.398 (0.416)	Acc@1 87.113 (87.330)
Test model 1 on task 4
Test: [3/3]	loss 0.447 (0.458)	Acc@1 86.892 (86.410)
Test model 1 on task 5
Test: [3/3]	loss 0.498 (0.476)	Acc@1 84.181 (85.590)
Test model 1 on task 6
Test: [3/3]	loss 0.482 (0.489)	Acc@1 85.232 (85.110)
Test model 1 on task 7
Test: [3/3]	loss 0.507 (0.490)	Acc@1 85.122 (85.460)
Test model 1 on task 8
Test: [3/3]	loss 0.509 (0.531)	Acc@1 84.347 (84.600)
Test model 1 on task 9
Test: [3/3]	loss 0.568 (0.564)	Acc@1 84.181 (83.700)
Test model 1 on task 10
Test: [3/3]	loss 0.555 (0.575)	Acc@1 82.688 (83.080)
Test model 1 on task 11
Test: [3/3]	loss 0.627 (0.610)	Acc@1 81.139 (82.230)
Test model 1 on task 12
Test: [3/3]	loss 0.660 (0.654)	Acc@1 80.033 (79.900)
Test model 1 on task 13
Test: [3/3]	loss 0.664 (0.665)	Acc@1 80.586 (80.240)
Test model 1 on task 14
Test: [3/3]	loss 0.655 (0.668)	Acc@1 81.195 (80.610)
Test model 1 on task 15
Test: [3/3]	loss 0.718 (0.705)	Acc@1 78.872 (78.830)
Test model 1 on task 16
Test: [3/3]	loss 0.776 (0.800)	Acc@1 76.604 (75.780)
Test model 1 on task 17
Test: [3/3]	loss 0.825 (0.792)	Acc@1 74.115 (75.100)
Test model 1 on task 18
Test: [3/3]	loss 0.835 (0.840)	Acc@1 72.290 (73.020)
Test model 1 on task 19
Test: [3/3]	loss 0.884 (0.878)	Acc@1 73.064 (73.010)
Test model 1 on task 20
Test: [3/3]	loss 0.899 (0.939)	Acc@1 73.507 (70.840)
Test model 1 on task 21
Test: [3/3]	loss 1.047 (1.005)	Acc@1 65.929 (68.060)
Test model 1 on task 22
Test: [3/3]	loss 0.977 (0.984)	Acc@1 68.861 (68.990)
Test model 1 on task 23
Test: [3/3]	loss 1.034 (1.018)	Acc@1 67.588 (67.610)
Test model 1 on task 24
Test: [3/3]	loss 1.101 (1.126)	Acc@1 67.201 (64.980)
############################################################ Avg acc: 78.93
Task 25 Model 1:
0 ['1.144', '3.345']
10 ['1.180', '3.139']
20 ['1.272', '2.530']
30 ['1.346', '2.531']
40 ['1.403', '2.042']
50 ['1.446', '2.230']
60 ['1.478', '1.741']
70 ['1.502', '1.862']
80 ['1.513', '1.856']
90 ['1.522', '1.762']
100 ['1.530', '1.699']
110 ['1.536', '1.743']
120 ['1.542', '1.616']
130 ['1.548', '1.585']
140 ['1.550', '1.558']
150 ['1.551', '1.684']
160 ['1.554', '1.777']
170 ['1.553', '1.521']
180 ['1.550', '1.524']
190 ['1.548', '1.316']
200 ['1.546', '1.596']
210 ['1.546', '1.558']
220 ['1.544', '1.391']
230 ['1.538', '1.416']
240 ['1.536', '1.399']
250 ['1.533', '1.457']
260 ['1.531', '1.400']
270 ['1.529', '1.204']
280 ['1.524', '1.305']
290 ['1.522', '1.191']
300 ['1.520', '1.213']
310 ['1.516', '1.290']
320 ['1.511', '1.358']
330 ['1.509', '1.278']
340 ['1.509', '1.260']
350 ['1.510', '1.271']
360 ['1.506', '1.411']
370 ['1.503', '1.406']
380 ['1.501', '1.188']
390 ['1.499', '1.271']
400 ['1.498', '1.143']
410 ['1.496', '1.302']
420 ['1.494', '1.262']
430 ['1.490', '1.289']
440 ['1.488', '1.054']
450 ['1.488', '1.166']
460 ['1.489', '1.083']
Train: [1][469/469]	loss 0.113 (0.123)	Acc@1 58.333 (49.387)
Test model 1 on task 1
Test: [3/3]	loss 0.419 (0.417)	Acc@1 86.173 (86.580)
Test model 1 on task 2
Test: [3/3]	loss 0.398 (0.421)	Acc@1 86.670 (86.950)
Test model 1 on task 3
Test: [3/3]	loss 0.433 (0.421)	Acc@1 86.062 (87.190)
Test model 1 on task 4
Test: [3/3]	loss 0.448 (0.464)	Acc@1 87.223 (86.190)
Test model 1 on task 5
Test: [3/3]	loss 0.484 (0.481)	Acc@1 85.288 (85.520)
Test model 1 on task 6
Test: [3/3]	loss 0.495 (0.493)	Acc@1 85.509 (85.060)
Test model 1 on task 7
Test: [3/3]	loss 0.476 (0.492)	Acc@1 86.615 (85.280)
Test model 1 on task 8
Test: [3/3]	loss 0.529 (0.537)	Acc@1 83.905 (84.510)
Test model 1 on task 9
Test: [3/3]	loss 0.550 (0.566)	Acc@1 83.518 (83.500)
Test model 1 on task 10
Test: [3/3]	loss 0.572 (0.578)	Acc@1 83.020 (82.920)
Test model 1 on task 11
Test: [3/3]	loss 0.628 (0.617)	Acc@1 80.918 (82.030)
Test model 1 on task 12
Test: [3/3]	loss 0.641 (0.655)	Acc@1 80.365 (80.020)
Test model 1 on task 13
Test: [3/3]	loss 0.661 (0.664)	Acc@1 80.144 (80.350)
Test model 1 on task 14
Test: [3/3]	loss 0.717 (0.672)	Acc@1 78.429 (80.480)
Test model 1 on task 15
Test: [3/3]	loss 0.732 (0.705)	Acc@1 76.549 (78.890)
Test model 1 on task 16
Test: [3/3]	loss 0.789 (0.797)	Acc@1 75.774 (75.750)
Test model 1 on task 17
Test: [3/3]	loss 0.756 (0.788)	Acc@1 76.383 (75.020)
Test model 1 on task 18
Test: [3/3]	loss 0.829 (0.837)	Acc@1 73.119 (73.160)
Test model 1 on task 19
Test: [3/3]	loss 0.892 (0.873)	Acc@1 71.792 (73.310)
Test model 1 on task 20
Test: [3/3]	loss 0.929 (0.927)	Acc@1 70.520 (71.290)
Test model 1 on task 21
Test: [3/3]	loss 0.944 (0.991)	Acc@1 70.686 (68.440)
Test model 1 on task 22
Test: [3/3]	loss 0.989 (0.972)	Acc@1 67.920 (69.160)
Test model 1 on task 23
Test: [3/3]	loss 1.023 (1.010)	Acc@1 68.916 (67.930)
Test model 1 on task 24
Test: [3/3]	loss 1.105 (1.097)	Acc@1 66.040 (66.110)
Test model 1 on task 25
Test: [3/3]	loss 1.151 (1.148)	Acc@1 64.215 (64.230)
############################################################ Avg acc: 78.39
Task 26 Model 1:
0 ['1.182', '3.790']
10 ['1.244', '3.292']
20 ['1.359', '2.810']
30 ['1.434', '2.602']
40 ['1.476', '2.222']
50 ['1.508', '2.122']
60 ['1.534', '2.077']
70 ['1.546', '2.100']
80 ['1.553', '1.976']
90 ['1.565', '1.827']
100 ['1.574', '1.854']
110 ['1.581', '1.802']
120 ['1.583', '1.765']
130 ['1.585', '1.675']
140 ['1.590', '1.452']
150 ['1.593', '1.471']
160 ['1.591', '1.595']
170 ['1.592', '1.552']
180 ['1.593', '1.602']
190 ['1.592', '1.542']
200 ['1.588', '1.685']
210 ['1.589', '1.549']
220 ['1.586', '1.585']
230 ['1.585', '1.534']
240 ['1.586', '1.481']
250 ['1.586', '1.265']
260 ['1.584', '1.378']
270 ['1.583', '1.426']
280 ['1.583', '1.452']
290 ['1.579', '1.341']
300 ['1.577', '1.510']
310 ['1.579', '1.354']
320 ['1.576', '1.524']
330 ['1.576', '1.253']
340 ['1.572', '1.456']
350 ['1.569', '1.331']
360 ['1.567', '1.283']
370 ['1.567', '1.336']
380 ['1.566', '1.434']
390 ['1.567', '1.206']
400 ['1.564', '1.343']
410 ['1.560', '1.354']
420 ['1.563', '1.371']
430 ['1.560', '1.168']
440 ['1.559', '1.227']
450 ['1.560', '1.231']
460 ['1.558', '1.233']
Train: [1][469/469]	loss 0.106 (0.123)	Acc@1 61.458 (46.102)
Test model 1 on task 1
Test: [3/3]	loss 0.433 (0.418)	Acc@1 86.117 (86.580)
Test model 1 on task 2
Test: [3/3]	loss 0.434 (0.422)	Acc@1 86.560 (87.030)
Test model 1 on task 3
Test: [3/3]	loss 0.442 (0.424)	Acc@1 87.500 (87.120)
Test model 1 on task 4
Test: [3/3]	loss 0.424 (0.468)	Acc@1 87.058 (86.160)
Test model 1 on task 5
Test: [3/3]	loss 0.456 (0.483)	Acc@1 86.892 (85.500)
Test model 1 on task 6
Test: [3/3]	loss 0.533 (0.498)	Acc@1 83.407 (84.780)
Test model 1 on task 7
Test: [3/3]	loss 0.469 (0.496)	Acc@1 85.896 (85.270)
Test model 1 on task 8
Test: [3/3]	loss 0.515 (0.541)	Acc@1 84.956 (84.420)
Test model 1 on task 9
Test: [3/3]	loss 0.574 (0.571)	Acc@1 83.684 (83.260)
Test model 1 on task 10
Test: [3/3]	loss 0.567 (0.581)	Acc@1 83.850 (82.820)
Test model 1 on task 11
Test: [3/3]	loss 0.629 (0.619)	Acc@1 81.305 (82.050)
Test model 1 on task 12
Test: [3/3]	loss 0.652 (0.661)	Acc@1 80.697 (79.980)
Test model 1 on task 13
Test: [3/3]	loss 0.667 (0.667)	Acc@1 80.863 (80.450)
Test model 1 on task 14
Test: [3/3]	loss 0.667 (0.678)	Acc@1 80.199 (80.310)
Test model 1 on task 15
Test: [3/3]	loss 0.710 (0.708)	Acc@1 78.208 (78.730)
Test model 1 on task 16
Test: [3/3]	loss 0.800 (0.796)	Acc@1 75.885 (75.770)
Test model 1 on task 17
Test: [3/3]	loss 0.758 (0.784)	Acc@1 76.217 (75.310)
Test model 1 on task 18
Test: [3/3]	loss 0.850 (0.834)	Acc@1 73.175 (73.290)
Test model 1 on task 19
Test: [3/3]	loss 0.874 (0.869)	Acc@1 73.119 (73.360)
Test model 1 on task 20
Test: [3/3]	loss 0.951 (0.919)	Acc@1 69.912 (71.570)
Test model 1 on task 21
Test: [3/3]	loss 0.967 (0.988)	Acc@1 69.580 (68.770)
Test model 1 on task 22
Test: [3/3]	loss 0.980 (0.962)	Acc@1 68.861 (69.530)
Test model 1 on task 23
Test: [3/3]	loss 0.993 (0.995)	Acc@1 68.086 (68.390)
Test model 1 on task 24
Test: [3/3]	loss 1.099 (1.085)	Acc@1 66.980 (66.770)
Test model 1 on task 25
Test: [3/3]	loss 1.168 (1.126)	Acc@1 65.044 (65.060)
Test model 1 on task 26
Test: [3/3]	loss 1.253 (1.195)	Acc@1 60.398 (61.870)
############################################################ Avg acc: 77.85
Task 27 Model 1:
0 ['1.235', '3.735']
10 ['1.297', '3.443']
20 ['1.386', '2.948']
30 ['1.456', '2.756']
40 ['1.515', '2.495']
50 ['1.560', '2.198']
60 ['1.585', '2.199']
70 ['1.605', '2.072']
80 ['1.622', '1.992']
90 ['1.633', '1.729']
100 ['1.637', '1.813']
110 ['1.639', '1.893']
120 ['1.644', '1.689']
130 ['1.645', '1.679']
140 ['1.644', '1.641']
150 ['1.642', '1.647']
160 ['1.641', '1.649']
170 ['1.639', '1.454']
180 ['1.640', '1.539']
190 ['1.637', '1.652']
200 ['1.636', '1.591']
210 ['1.634', '1.490']
220 ['1.629', '1.503']
230 ['1.625', '1.550']
240 ['1.621', '1.468']
250 ['1.620', '1.470']
260 ['1.616', '1.383']
270 ['1.614', '1.493']
280 ['1.613', '1.379']
290 ['1.612', '1.369']
300 ['1.609', '1.308']
310 ['1.606', '1.228']
320 ['1.604', '1.303']
330 ['1.601', '1.272']
340 ['1.597', '1.294']
350 ['1.597', '1.224']
360 ['1.594', '1.203']
370 ['1.593', '1.293']
380 ['1.592', '1.101']
390 ['1.590', '1.198']
400 ['1.589', '1.286']
410 ['1.588', '1.233']
420 ['1.586', '1.227']
430 ['1.586', '1.206']
440 ['1.585', '1.365']
450 ['1.582', '1.192']
460 ['1.580', '1.314']
Train: [1][469/469]	loss 0.102 (0.120)	Acc@1 58.333 (46.157)
Test model 1 on task 1
Test: [3/3]	loss 0.427 (0.420)	Acc@1 85.343 (86.510)
Test model 1 on task 2
Test: [3/3]	loss 0.440 (0.426)	Acc@1 86.670 (86.810)
Test model 1 on task 3
Test: [3/3]	loss 0.435 (0.428)	Acc@1 86.228 (87.030)
Test model 1 on task 4
Test: [3/3]	loss 0.470 (0.470)	Acc@1 86.062 (86.090)
Test model 1 on task 5
Test: [3/3]	loss 0.482 (0.486)	Acc@1 85.398 (85.290)
Test model 1 on task 6
Test: [3/3]	loss 0.492 (0.501)	Acc@1 85.011 (84.690)
Test model 1 on task 7
Test: [3/3]	loss 0.511 (0.500)	Acc@1 84.679 (85.210)
Test model 1 on task 8
Test: [3/3]	loss 0.534 (0.545)	Acc@1 85.398 (84.130)
Test model 1 on task 9
Test: [3/3]	loss 0.573 (0.573)	Acc@1 83.573 (83.240)
Test model 1 on task 10
Test: [3/3]	loss 0.577 (0.584)	Acc@1 83.462 (82.800)
Test model 1 on task 11
Test: [3/3]	loss 0.658 (0.623)	Acc@1 80.476 (81.990)
Test model 1 on task 12
Test: [3/3]	loss 0.690 (0.665)	Acc@1 79.480 (79.910)
Test model 1 on task 13
Test: [3/3]	loss 0.663 (0.672)	Acc@1 80.586 (80.160)
Test model 1 on task 14
Test: [3/3]	loss 0.671 (0.677)	Acc@1 80.642 (80.260)
Test model 1 on task 15
Test: [3/3]	loss 0.685 (0.707)	Acc@1 79.701 (78.860)
Test model 1 on task 16
Test: [3/3]	loss 0.821 (0.798)	Acc@1 74.558 (75.760)
Test model 1 on task 17
Test: [3/3]	loss 0.796 (0.783)	Acc@1 75.719 (75.290)
Test model 1 on task 18
Test: [3/3]	loss 0.873 (0.832)	Acc@1 71.571 (73.490)
Test model 1 on task 19
Test: [3/3]	loss 0.856 (0.862)	Acc@1 73.285 (73.670)
Test model 1 on task 20
Test: [3/3]	loss 0.913 (0.918)	Acc@1 72.290 (71.560)
Test model 1 on task 21
Test: [3/3]	loss 0.987 (0.984)	Acc@1 67.423 (68.960)
Test model 1 on task 22
Test: [3/3]	loss 0.955 (0.953)	Acc@1 70.022 (69.980)
Test model 1 on task 23
Test: [3/3]	loss 1.006 (0.986)	Acc@1 67.533 (68.700)
Test model 1 on task 24
Test: [3/3]	loss 1.081 (1.072)	Acc@1 66.482 (67.440)
Test model 1 on task 25
Test: [3/3]	loss 1.132 (1.114)	Acc@1 65.376 (65.410)
Test model 1 on task 26
Test: [3/3]	loss 1.205 (1.180)	Acc@1 60.730 (62.440)
Test model 1 on task 27
Test: [3/3]	loss 1.123 (1.135)	Acc@1 65.376 (64.400)
############################################################ Avg acc: 77.41
Task 28 Model 1:
0 ['1.164', '3.714']
10 ['1.209', '3.263']
20 ['1.304', '2.596']
30 ['1.386', '2.864']
40 ['1.448', '2.795']
50 ['1.492', '2.185']
60 ['1.519', '2.184']
70 ['1.541', '2.023']
80 ['1.556', '2.050']
90 ['1.569', '1.919']
100 ['1.582', '2.066']
110 ['1.586', '1.836']
120 ['1.585', '1.991']
130 ['1.581', '1.480']
140 ['1.578', '1.891']
150 ['1.582', '1.816']
160 ['1.582', '1.772']
170 ['1.582', '1.738']
180 ['1.582', '1.795']
190 ['1.580', '1.799']
200 ['1.577', '1.634']
210 ['1.574', '1.676']
220 ['1.575', '1.582']
230 ['1.575', '1.716']
240 ['1.574', '1.486']
250 ['1.572', '1.539']
260 ['1.570', '1.573']
270 ['1.571', '1.483']
280 ['1.569', '1.211']
290 ['1.565', '1.576']
300 ['1.560', '1.329']
310 ['1.556', '1.570']
320 ['1.553', '1.379']
330 ['1.554', '1.341']
340 ['1.554', '1.511']
350 ['1.552', '1.286']
360 ['1.552', '1.314']
370 ['1.553', '1.212']
380 ['1.551', '1.297']
390 ['1.548', '1.468']
400 ['1.547', '1.325']
410 ['1.546', '1.363']
420 ['1.546', '1.307']
430 ['1.545', '1.162']
440 ['1.543', '1.284']
450 ['1.542', '1.276']
460 ['1.541', '1.321']
Train: [1][469/469]	loss 0.102 (0.117)	Acc@1 54.167 (44.903)
Test model 1 on task 1
Test: [3/3]	loss 0.442 (0.421)	Acc@1 85.785 (86.440)
Test model 1 on task 2
Test: [3/3]	loss 0.442 (0.430)	Acc@1 86.560 (86.770)
Test model 1 on task 3
Test: [3/3]	loss 0.418 (0.428)	Acc@1 87.334 (87.320)
Test model 1 on task 4
Test: [3/3]	loss 0.474 (0.473)	Acc@1 85.509 (85.970)
Test model 1 on task 5
Test: [3/3]	loss 0.497 (0.492)	Acc@1 85.177 (85.330)
Test model 1 on task 6
Test: [3/3]	loss 0.482 (0.504)	Acc@1 85.177 (84.560)
Test model 1 on task 7
Test: [3/3]	loss 0.484 (0.506)	Acc@1 86.228 (85.050)
Test model 1 on task 8
Test: [3/3]	loss 0.524 (0.548)	Acc@1 84.624 (84.060)
Test model 1 on task 9
Test: [3/3]	loss 0.589 (0.579)	Acc@1 82.854 (83.200)
Test model 1 on task 10
Test: [3/3]	loss 0.590 (0.588)	Acc@1 83.407 (82.600)
Test model 1 on task 11
Test: [3/3]	loss 0.652 (0.630)	Acc@1 81.582 (81.930)
Test model 1 on task 12
Test: [3/3]	loss 0.665 (0.669)	Acc@1 80.973 (79.840)
Test model 1 on task 13
Test: [3/3]	loss 0.666 (0.677)	Acc@1 80.697 (79.880)
Test model 1 on task 14
Test: [3/3]	loss 0.669 (0.683)	Acc@1 81.195 (80.040)
Test model 1 on task 15
Test: [3/3]	loss 0.725 (0.708)	Acc@1 78.097 (78.650)
Test model 1 on task 16
Test: [3/3]	loss 0.798 (0.801)	Acc@1 75.885 (75.700)
Test model 1 on task 17
Test: [3/3]	loss 0.771 (0.780)	Acc@1 76.493 (75.470)
Test model 1 on task 18
Test: [3/3]	loss 0.833 (0.827)	Acc@1 74.834 (73.820)
Test model 1 on task 19
Test: [3/3]	loss 0.869 (0.862)	Acc@1 73.451 (73.660)
Test model 1 on task 20
Test: [3/3]	loss 0.898 (0.917)	Acc@1 71.903 (71.780)
Test model 1 on task 21
Test: [3/3]	loss 0.935 (0.981)	Acc@1 70.907 (69.050)
Test model 1 on task 22
Test: [3/3]	loss 0.941 (0.950)	Acc@1 70.520 (70.110)
Test model 1 on task 23
Test: [3/3]	loss 0.962 (0.978)	Acc@1 70.465 (69.290)
Test model 1 on task 24
Test: [3/3]	loss 1.073 (1.065)	Acc@1 67.201 (67.750)
Test model 1 on task 25
Test: [3/3]	loss 1.114 (1.102)	Acc@1 65.708 (65.720)
Test model 1 on task 26
Test: [3/3]	loss 1.170 (1.170)	Acc@1 63.108 (62.620)
Test model 1 on task 27
Test: [3/3]	loss 1.102 (1.119)	Acc@1 66.925 (64.880)
Test model 1 on task 28
Test: [3/3]	loss 1.231 (1.247)	Acc@1 60.343 (59.870)
############################################################ Avg acc: 76.83
Task 29 Model 1:
0 ['1.274', '3.497']
10 ['1.314', '3.169']
20 ['1.405', '2.954']
30 ['1.493', '2.312']
40 ['1.542', '2.119']
50 ['1.570', '1.997']
60 ['1.592', '2.215']
70 ['1.613', '2.044']
80 ['1.630', '2.031']
90 ['1.636', '1.927']
100 ['1.640', '1.832']
110 ['1.645', '1.837']
120 ['1.648', '1.726']
130 ['1.648', '1.852']
140 ['1.646', '1.617']
150 ['1.646', '1.729']
160 ['1.645', '1.664']
170 ['1.644', '1.700']
180 ['1.645', '1.603']
190 ['1.647', '1.487']
